Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	QVAR [LSB]	
2437667	71	1754	-7888	8.662	213.988	-962.336	2	1	4	0.280	0.140	0.560	-351	23.629	240	
2438670	88	1745	-7858	10.736	212.890	-958.676	2	1	4	0.280	0.140	0.560	-351	23.629	240	
2439674	73	1738	-7859	8.906	212.036	-958.798	1	0	4	0.140	0.000	0.560	-351	23.629	240	
2440677	98	1760	-7853	11.956	214.720	-958.066	1	0	4	0.140	0.000	0.560	-351	23.629	240	
2441680	90	1729	-7857	10.980	210.938	-958.554	1	-1	4	0.140	-0.140	0.560	-351	23.629	216	
2442684	80	1748	-7865	9.760	213.256	-959.530	1	1	4	0.140	0.140	0.560	-351	23.629	216	
2443688	100	1746	-7849	12.200	213.012	-957.578	1	0	4	0.140	0.000	0.560	-351	23.629	216	
2444691	104	1752	-7871	12.688	213.744	-960.262	1	0	4	0.140	0.000	0.560	-351	23.629	216	
2445694	84	1742	-7876	10.248	212.524	-960.872	2	0	5	0.280	0.000	0.700	-351	23.629	184	
2446698	89	1748	-7865	10.858	213.256	-959.530	1	-2	4	0.140	-0.280	0.560	-351	23.629	184	
2447701	103	1763	-7854	12.566	215.086	-958.188	2	-1	4	0.280	-0.140	0.560	-351	23.629	184	
2448704	93	1759	-7858	11.346	214.598	-958.676	2	-1	4	0.280	-0.140	0.560	-351	23.629	184	
2449708	92	1741	-7850	11.224	212.402	-957.700	1	-3	4	0.140	-0.420	0.560	-351	23.629	220	
2450712	87	1732	-7842	10.614	211.304	-956.724	1	-1	4	0.140	-0.140	0.560	-351	23.629	220	
2451715	95	1754	-7871	11.590	213.988	-960.262	1	-3	5	0.140	-0.420	0.700	-351	23.629	220	
2452718	87	1759	-7870	10.614	214.598	-960.140	3	-2	4	0.420	-0.280	0.560	-351	23.629	220	
2453722	106	1751	-7842	12.932	213.622	-956.724	4	-2	5	0.560	-0.280	0.700	-351	23.629	240	
2454726	98	1755	-7856	11.956	214.110	-958.432	4	-4	4	0.560	-0.560	0.560	-351	23.629	240	
2455729	88	1743	-7857	10.736	212.646	-958.554	4	-4	5	0.560	-0.560	0.700	-351	23.629	240	
2456733	81	1731	-7865	9.882	211.182	-959.530	3	-4	5	0.420	-0.560	0.700	-351	23.629	240	
2457737	82	1742	-7879	10.004	212.524	-961.238	4	-5	5	0.560	-0.700	0.700	-351	23.629	252	
2458740	70	1749	-7859	8.540	213.378	-958.798	4	-3	6	0.560	-0.420	0.840	-351	23.629	252	
2459743	53	1749	-7848	6.466	213.378	-957.456	4	-4	6	0.560	-0.560	0.840	-342	23.664	252	
2460747	73	1729	-7845	8.906	210.938	-957.090	3	-5	5	0.420	-0.700	0.700	-342	23.664	252	
2461751	62	1733	-7859	7.564	211.426	-958.798	5	-5	5	0.700	-0.700	0.700	-342	23.664	240	
2462754	28	1738	-7858	3.416	212.036	-958.676	4	-3	5	0.560	-0.420	0.700	-342	23.664	240	
2463758	25	1736	-7863	3.050	211.792	-959.286	4	-4	5	0.560	-0.560	0.700	-342	23.664	240	
2464762	53	1727	-7873	6.466	210.694	-960.506	4	-5	6	0.560	-0.700	0.840	-342	23.664	240	
2465765	41	1724	-7878	5.002	210.328	-961.116	5	-5	6	0.700	-0.700	0.840	-342	23.664	316	
2466768	15	1727	-7870	1.830	210.694	-960.140	3	-4	5	0.420	-0.560	0.700	-342	23.664	316	
2467772	20	1712	-7850	2.440	208.864	-957.700	3	-4	7	0.420	-0.560	0.980	-342	23.664	316	
2468776	16	1720	-7869	1.952	209.840	-960.018	5	-3	6	0.700	-0.420	0.840	-342	23.664	316	
2469779	39	1710	-7874	4.758	208.620	-960.628	5	-3	5	0.700	-0.420	0.700	-342	23.664	276	
2470783	4	1716	-7862	0.488	209.352	-959.164	6	-3	6	0.840	-0.420	0.840	-342	23.664	276	
2471787	-3	1711	-7865	-0.366	208.742	-959.530	4	-3	6	0.560	-0.420	0.840	-342	23.664	276	
2472790	12	1706	-7874	1.464	208.132	-960.628	6	-3	6	0.840	-0.420	0.840	-342	23.664	276	
2473793	5	1691	-7889	0.610	206.302	-962.458	6	-2	7	0.840	-0.280	0.980	-342	23.664	268	
2474797	9	1687	-7871	1.098	205.814	-960.262	5	-1	5	0.700	-0.140	0.700	-342	23.664	268	
2475801	-15	1685	-7893	-1.830	205.570	-962.946	5	-5	6	0.700	-0.700	0.840	-351	23.629	268	
2476804	5	1687	-7885	0.610	205.814	-961.970	4	-3	6	0.560	-0.420	0.840	-351	23.629	268	
2477807	-11	1670	-7881	-1.342	203.740	-961.482	6	-2	6	0.840	-0.280	0.840	-351	23.629	252	
2478811	0	1681	-7887	0.000	205.082	-962.214	4	-2	5	0.560	-0.280	0.700	-351	23.629	252	
2479814	7	1692	-7887	0.854	206.424	-962.214	4	-2	5	0.560	-0.280	0.700	-351	23.629	252	
2480817	8	1690	-7895	0.976	206.180	-963.190	3	-2	6	0.420	-0.280	0.840	-351	23.629	252	
2481821	2	1697	-7881	0.244	207.034	-961.482	2	-1	7	0.280	-0.140	0.980	-351	23.629	276	
2482825	14	1709	-7898	1.708	208.498	-963.556	4	-1	6	0.560	-0.140	0.840	-351	23.629	276	
2483828	16	1680	-7897	1.952	204.960	-963.434	3	-1	6	0.420	-0.140	0.840	-351	23.629	276	
2484831	38	1665	-7874	4.636	203.130	-960.628	2	2	6	0.280	0.280	0.840	-351	23.629	276	
2485835	34	1685	-7892	4.148	205.570	-962.824	2	1	6	0.280	0.140	0.840	-351	23.629	280	
2486838	52	1693	-7889	6.344	206.546	-962.458	3	0	6	0.420	0.000	0.840	-351	23.629	280	
2487841	57	1699	-7914	6.954	207.278	-965.508	4	0	6	0.560	0.000	0.840	-351	23.629	280	
2488845	52	1681	-7894	6.344	205.082	-963.068	3	-1	6	0.420	-0.140	0.840	-351	23.629	280	
2489849	61	1685	-7885	7.442	205.570	-961.970	4	-1	5	0.560	-0.140	0.700	-351	23.629	264	
2490852	54	1687	-7888	6.588	205.814	-962.336	3	-2	5	0.420	-0.280	0.700	-351	23.629	264	
2491855	82	1715	-7883	10.004	209.230	-961.726	3	-1	7	0.420	-0.140	0.980	-351	23.629	264	
2492859	80	1680	-7902	9.760	204.960	-964.044	3	0	5	0.420	0.000	0.700	-351	23.629	264	
2493862	99	1688	-7893	12.078	205.936	-962.946	3	-2	5	0.420	-0.280	0.700	-351	23.629	288	
2494865	85	1688	-7884	10.370	205.936	-961.848	2	-1	6	0.280	-0.140	0.840	-351	23.629	288	
2495869	117	1680	-7917	14.274	204.960	-965.874	4	-2	5	0.560	-0.280	0.700	-351	23.629	288	
2496873	103	1678	-7888	12.566	204.716	-962.336	2	-2	6	0.280	-0.280	0.840	-351	23.629	288	
2497876	118	1678	-7912	14.396	204.716	-965.264	2	-2	5	0.280	-0.280	0.700	-351	23.629	264	
2498879	103	1683	-7912	12.566	205.326	-965.264	4	-3	5	0.560	-0.420	0.700	-351	23.629	264	
2499883	125	1694	-7910	15.250	206.668	-965.020	2	-5	6	0.280	-0.700	0.840	-351	23.629	264	
2500886	153	1684	-7919	18.666	205.448	-966.118	3	-5	5	0.420	-0.700	0.700	-351	23.629	264	
2501889	153	1689	-7930	18.666	206.058	-967.460	2	-3	6	0.280	-0.420	0.840	-351	23.629	276	
2502893	132	1681	-7928	16.104	205.082	-967.216	2	-3	5	0.280	-0.420	0.700	-351	23.629	276	
2503897	146	1710	-7927	17.812	208.620	-967.094	2	-5	5	0.280	-0.700	0.700	-351	23.629	276	
2504900	147	1693	-7943	17.934	206.546	-969.046	1	-8	5	0.140	-1.120	0.700	-351	23.629	276	
2505903	152	1682	-7899	18.544	205.204	-963.678	0	-6	5	0.000	-0.840	0.700	-351	23.629	284	
2506907	160	1693	-7917	19.520	206.546	-965.874	2	-5	5	0.280	-0.700	0.700	-351	23.629	284	
2507911	169	1693	-7930	20.618	206.546	-967.460	2	-6	4	0.280	-0.840	0.560	-347	23.645	284	
2508914	149	1703	-7922	18.178	207.766	-966.484	1	-8	4	0.140	-1.120	0.560	-347	23.645	284	
2509917	171	1686	-7924	20.862	205.692	-966.728	2	-9	4	0.280	-1.260	0.560	-347	23.645	292	
2510921	152	1682	-7940	18.544	205.204	-968.680	2	-9	5	0.280	-1.260	0.700	-347	23.645	292	
2511924	143	1677	-7934	17.446	204.594	-967.948	1	-10	5	0.140	-1.400	0.700	-347	23.645	292	
2512927	170	1672	-7941	20.740	203.984	-968.802	1	-9	4	0.140	-1.260	0.560	-347	23.645	292	
2513931	168	1690	-7921	20.496	206.180	-966.362	1	-9	6	0.140	-1.260	0.840	-347	23.645	212	
2514935	140	1672	-7925	17.080	203.984	-966.850	1	-11	6	0.140	-1.540	0.840	-347	23.645	212	
2515938	144	1666	-7928	17.568	203.252	-967.216	1	-11	6	0.140	-1.540	0.840	-347	23.645	212	
2516942	125	1670	-7927	15.250	203.740	-967.094	0	-12	6	0.000	-1.680	0.840	-347	23.645	212	
2517946	121	1670	-7941	14.762	203.740	-968.802	0	-12	7	0.000	-1.680	0.980	-347	23.645	244	
2518949	130	1652	-7919	15.860	201.544	-966.118	1	-12	6	0.140	-1.680	0.840	-347	23.645	244	
2519952	93	1666	-7928	11.346	203.252	-967.216	-1	-11	6	-0.140	-1.540	0.840	-347	23.645	244	
2520956	91	1681	-7919	11.102	205.082	-966.118	-2	-14	6	-0.280	-1.960	0.840	-347	23.645	244	
2521960	110	1652	-7930	13.420	201.544	-967.460	-1	-15	6	-0.140	-2.100	0.840	-347	23.645	196	
2522963	100	1660	-7919	12.200	202.520	-966.118	-2	-15	5	-0.280	-2.100	0.700	-347	23.645	196	
2523966	94	1654	-7932	11.468	201.788	-967.704	-3	-15	5	-0.420	-2.100	0.700	-351	23.629	196	
2524970	67	1656	-7922	8.174	202.032	-966.484	-3	-16	5	-0.420	-2.240	0.700	-351	23.629	196	
2525973	46	1662	-7927	5.612	202.764	-967.094	-3	-16	6	-0.420	-2.240	0.840	-351	23.629	208	
2526976	39	1662	-7931	4.758	202.764	-967.582	-4	-16	6	-0.560	-2.240	0.840	-351	23.629	208	
2527980	30	1671	-7914	3.660	203.862	-965.508	-3	-16	5	-0.420	-2.240	0.700	-351	23.629	208	
2528984	34	1658	-7915	4.148	202.276	-965.630	-4	-16	4	-0.560	-2.240	0.560	-351	23.629	208	
2529987	16	1654	-7943	1.952	201.788	-969.046	-5	-17	5	-0.700	-2.380	0.700	-351	23.629	208	
2530990	1	1663	-7937	0.122	202.886	-968.314	-6	-16	6	-0.840	-2.240	0.840	-351	23.629	208	
2531994	6	1657	-7923	0.732	202.154	-966.606	-5	-17	5	-0.700	-2.380	0.700	-351	23.629	208	
2532997	-21	1664	-7916	-2.562	203.008	-965.752	-7	-17	6	-0.980	-2.380	0.840	-351	23.629	208	
2534000	-25	1657	-7904	-3.050	202.154	-964.288	-7	-16	5	-0.980	-2.240	0.700	-351	23.629	228	
2535004	-38	1662	-7907	-4.636	202.764	-964.654	-7	-15	6	-0.980	-2.100	0.840	-351	23.629	228	
2536008	-35	1665	-7915	-4.270	203.130	-965.630	-9	-14	5	-1.260	-1.960	0.700	-351	23.629	228	
2537011	-38	1674	-7915	-4.636	204.228	-965.630	-9	-14	5	-1.260	-1.960	0.700	-351	23.629	228	
2538014	-46	1680	-7913	-5.612	204.960	-965.386	-10	-15	5	-1.400	-2.100	0.700	-351	23.629	160	
2539018	-53	1689	-7900	-6.466	206.058	-963.800	-10	-16	4	-1.400	-2.240	0.560	-351	23.629	160	
2540021	-72	1679	-7917	-8.784	204.838	-965.874	-12	-15	4	-1.680	-2.100	0.560	-351	23.629	160	
2541024	-62	1675	-7910	-7.564	204.350	-965.020	-10	-15	5	-1.400	-2.100	0.700	-351	23.629	160	
2542028	-73	1677	-7901	-8.906	204.594	-963.922	-10	-13	5	-1.400	-1.820	0.700	-351	23.629	176	
2543032	-76	1693	-7895	-9.272	206.546	-963.190	-11	-14	4	-1.540	-1.960	0.560	-351	23.629	176	
2544035	-85	1700	-7901	-10.370	207.400	-963.922	-11	-14	4	-1.540	-1.960	0.560	-351	23.629	176	
2545038	-105	1689	-7898	-12.810	206.058	-963.556	-10	-13	4	-1.400	-1.820	0.560	-351	23.629	176	
2546042	-100	1677	-7884	-12.200	204.594	-961.848	-12	-13	4	-1.680	-1.820	0.560	-351	23.629	216	
2547045	-101	1712	-7882	-12.322	208.864	-961.604	-12	-13	4	-1.680	-1.820	0.560	-351	23.629	216	
2548048	-98	1717	-7873	-11.956	209.474	-960.506	-11	-11	4	-1.540	-1.540	0.560	-351	23.629	216	
2549052	-103	1726	-7874	-12.566	210.572	-960.628	-11	-11	4	-1.540	-1.540	0.560	-351	23.629	216	
2550056	-115	1724	-7886	-14.030	210.328	-962.092	-12	-11	4	-1.680	-1.540	0.560	-351	23.629	192	
2551059	-131	1729	-7868	-15.982	210.938	-959.896	-13	-10	3	-1.820	-1.400	0.420	-351	23.629	192	
2552062	-116	1739	-7881	-14.152	212.158	-961.482	-13	-10	3	-1.820	-1.400	0.420	-351	23.629	192	
2553066	-135	1753	-7861	-16.470	213.866	-959.042	-14	-10	4	-1.960	-1.400	0.560	-351	23.629	192	
2554069	-143	1751	-7881	-17.446	213.622	-961.482	-14	-9	2	-1.960	-1.260	0.280	-351	23.629	168	
2555072	-136	1744	-7861	-16.592	212.768	-959.042	-13	-10	2	-1.820	-1.400	0.280	-351	23.629	168	
2556076	-127	1758	-7870	-15.494	214.476	-960.140	-14	-8	4	-1.960	-1.120	0.560	-351	23.629	168	
2557080	-123	1777	-7880	-15.006	216.794	-961.360	-14	-7	3	-1.960	-0.980	0.420	-351	23.629	168	
2558083	-129	1780	-7876	-15.738	217.160	-960.872	-14	-8	3	-1.960	-1.120	0.420	-351	23.629	192	
2559086	-118	1771	-7877	-14.396	216.062	-960.994	-12	-6	3	-1.680	-0.840	0.420	-351	23.629	192	
2560090	-125	1776	-7854	-15.250	216.672	-958.188	-12	-5	3	-1.680	-0.700	0.420	-351	23.629	192	
2561094	-124	1801	-7856	-15.128	219.722	-958.432	-14	-5	2	-1.960	-0.700	0.280	-351	23.629	192	
2562097	-142	1793	-7862	-17.324	218.746	-959.164	-13	-6	1	-1.820	-0.840	0.140	-351	23.629	216	
2563101	-133	1803	-7856	-16.226	219.966	-958.432	-13	-4	2	-1.820	-0.560	0.280	-351	23.629	216	
2564105	-123	1816	-7853	-15.006	221.552	-958.066	-14	-5	1	-1.960	-0.700	0.140	-351	23.629	216	
2565108	-113	1816	-7856	-13.786	221.552	-958.432	-14	-3	1	-1.960	-0.420	0.140	-351	23.629	216	
2566111	-117	1807	-7872	-14.274	220.454	-960.384	-13	-2	1	-1.820	-0.280	0.140	-351	23.629	180	
2567115	-122	1816	-7876	-14.884	221.552	-960.872	-12	-2	1	-1.680	-0.280	0.140	-351	23.629	180	
2568119	-131	1823	-7860	-15.982	222.406	-958.920	-13	-3	1	-1.820	-0.420	0.140	-351	23.629	180	
2569122	-143	1830	-7852	-17.446	223.260	-957.944	-11	-2	1	-1.540	-0.280	0.140	-351	23.629	180	
2570125	-115	1819	-7874	-14.030	221.918	-960.628	-12	-1	1	-1.680	-0.140	0.140	-351	23.629	256	
2571129	-94	1832	-7839	-11.468	223.504	-956.358	-10	-1	1	-1.400	-0.140	0.140	-351	23.629	256	
2572132	-94	1829	-7866	-11.468	223.138	-959.652	-9	0	0	-1.260	0.000	0.000	-351	23.629	256	
2573135	-132	1841	-7864	-16.104	224.602	-959.408	-8	0	0	-1.120	0.000	0.000	-351	23.629	256	
2574139	-97	1827	-7853	-11.834	222.894	-958.066	-8	0	1	-1.120	0.000	0.140	-351	23.629	152	
2575143	-95	1831	-7864	-11.590	223.382	-959.408	-10	0	0	-1.400	0.000	0.000	-351	23.629	152	
2576146	-79	1824	-7871	-9.638	222.528	-960.262	-9	1	0	-1.260	0.140	0.000	-351	23.629	152	
2577149	-77	1824	-7865	-9.394	222.528	-959.530	-8	2	0	-1.120	0.280	0.000	-351	23.629	152	
2578153	-81	1824	-7846	-9.882	222.528	-957.212	-7	0	0	-0.980	0.000	0.000	-351	23.629	220	
2579156	-97	1835	-7850	-11.834	223.870	-957.700	-5	1	-1	-0.700	0.140	-0.140	-351	23.629	220	
2580159	-77	1831	-7845	-9.394	223.382	-957.090	-6	2	-1	-0.840	0.280	-0.140	-351	23.629	220	
2581163	-74	1841	-7857	-9.028	224.602	-958.554	-5	2	-1	-0.700	0.280	-0.140	-351	23.629	220	
2582167	-60	1826	-7848	-7.320	222.772	-957.456	-5	2	-2	-0.700	0.280	-0.280	-351	23.629	188	
2583170	-59	1820	-7855	-7.198	222.040	-958.310	-4	3	-2	-0.560	0.420	-0.280	-351	23.629	188	
2584173	-66	1810	-7863	-8.052	220.820	-959.286	-6	3	-2	-0.840	0.420	-0.280	-351	23.629	188	
2585177	-42	1820	-7841	-5.124	222.040	-956.602	-6	4	-1	-0.840	0.560	-0.140	-351	23.629	188	
2586181	-52	1807	-7841	-6.344	220.454	-956.602	-5	2	-2	-0.700	0.280	-0.280	-351	23.629	240	
2587184	-53	1816	-7853	-6.466	221.552	-958.066	-5	2	-2	-0.700	0.280	-0.280	-351	23.629	240	
2588188	-48	1815	-7859	-5.856	221.430	-958.798	-5	4	-2	-0.700	0.560	-0.280	-351	23.629	240	
2589192	-37	1809	-7873	-4.514	220.698	-960.506	-6	4	-3	-0.840	0.560	-0.420	-351	23.629	240	
2590195	-21	1813	-7866	-2.562	221.186	-959.652	-5	5	-2	-0.700	0.700	-0.280	-351	23.629	176	
2591198	-19	1806	-7854	-2.318	220.332	-958.188	-5	3	-2	-0.700	0.420	-0.280	-351	23.629	176	
2592202	-16	1811	-7862	-1.952	220.942	-959.164	-4	5	-2	-0.560	0.700	-0.280	-351	23.629	176	
2593205	-16	1809	-7874	-1.952	220.698	-960.628	-4	3	-2	-0.560	0.420	-0.280	-351	23.629	176	
2594208	-19	1813	-7846	-2.318	221.186	-957.212	-6	4	-2	-0.840	0.560	-0.280	-351	23.629	260	
2595212	-4	1794	-7874	-0.488	218.868	-960.628	-6	4	-2	-0.840	0.560	-0.280	-351	23.629	260	
2596216	0	1792	-7844	0.000	218.624	-956.968	-4	3	-3	-0.560	0.420	-0.420	-351	23.629	260	
2597219	10	1778	-7851	1.220	216.916	-957.822	-3	3	-3	-0.420	0.420	-0.420	-351	23.629	260	
2598222	0	1786	-7850	0.000	217.892	-957.700	-4	4	-3	-0.560	0.560	-0.420	-351	23.629	264	
2599226	-4	1801	-7875	-0.488	219.722	-960.750	-5	5	-3	-0.700	0.700	-0.420	-351	23.629	264	
2600230	13	1800	-7858	1.586	219.600	-958.676	-3	4	-3	-0.420	0.560	-0.420	-351	23.629	264	
2601233	9	1794	-7879	1.098	218.868	-961.238	-5	4	-2	-0.700	0.560	-0.280	-351	23.629	264	
2602236	22	1792	-7888	2.684	218.624	-962.336	-4	3	-3	-0.560	0.420	-0.420	-351	23.629	284	
2603240	19	1785	-7869	2.318	217.770	-960.018	-4	4	-3	-0.560	0.560	-0.420	-351	23.629	284	
2604243	27	1800	-7867	3.294	219.600	-959.774	-4	4	-3	-0.560	0.560	-0.420	-351	23.629	284	
2605246	36	1821	-7890	4.392	222.162	-962.580	-3	3	-2	-0.420	0.420	-0.280	-351	23.629	284	
2606250	32	1811	-7888	3.904	220.942	-962.336	-5	3	-2	-0.700	0.420	-0.280	-351	23.629	236	
2607254	14	1804	-7866	1.708	220.088	-959.652	-4	3	-2	-0.560	0.420	-0.280	-351	23.629	236	
2608257	51	1803	-7875	6.222	219.966	-960.750	-4	2	-3	-0.560	0.280	-0.420	-351	23.629	236	
2609260	47	1807	-7873	5.734	220.454	-960.506	-3	1	-2	-0.420	0.140	-0.280	-351	23.629	236	
2610264	39	1812	-7888	4.758	221.064	-962.336	-3	1	-2	-0.420	0.140	-0.280	-351	23.629	248	
2611267	53	1807	-7891	6.466	220.454	-962.702	-4	2	-3	-0.560	0.280	-0.420	-351	23.629	248	
2612270	51	1796	-7900	6.222	219.112	-963.800	-3	1	-3	-0.420	0.140	-0.420	-351	23.629	248	
2613274	52	1805	-7887	6.344	220.210	-962.214	-2	1	-4	-0.280	0.140	-0.560	-351	23.629	248	
2614278	48	1808	-7879	5.856	220.576	-961.238	-3	0	-3	-0.420	0.000	-0.420	-351	23.629	272	
2615281	46	1794	-7869	5.612	218.868	-960.018	-2	1	-3	-0.280	0.140	-0.420	-351	23.629	272	
2616284	46	1781	-7879	5.612	217.282	-961.238	-1	0	-3	-0.140	0.000	-0.420	-351	23.629	272	
2617288	44	1802	-7886	5.368	219.844	-962.092	-3	1	-3	-0.420	0.140	-0.420	-351	23.629	272	
2618291	39	1788	-7896	4.758	218.136	-963.312	-3	-2	-3	-0.420	-0.280	-0.420	-351	23.629	224	
2619294	35	1779	-7876	4.270	217.038	-960.872	-3	-1	-2	-0.420	-0.140	-0.280	-351	23.629	224	
2620298	39	1810	-7896	4.758	220.820	-963.312	-3	0	-2	-0.420	0.000	-0.280	-351	23.629	224	
2621302	47	1792	-7884	5.734	218.624	-961.848	-1	-1	-2	-0.140	-0.140	-0.280	-351	23.629	224	
2622305	48	1788	-7869	5.856	218.136	-960.018	-2	-2	-2	-0.280	-0.280	-0.280	-351	23.629	232	
2623308	25	1782	-7882	3.050	217.404	-961.604	-3	-2	-3	-0.420	-0.280	-0.420	-351	23.629	232	
2624312	18	1793	-7895	2.196	218.746	-963.190	-3	-1	-1	-0.420	-0.140	-0.140	-351	23.629	232	
2625316	20	1785	-7889	2.440	217.770	-962.458	-2	-2	-2	-0.280	-0.280	-0.280	-351	23.629	232	
2626319	9	1779	-7889	1.098	217.038	-962.458	-2	-2	-2	-0.280	-0.280	-0.280	-351	23.629	268	
2627323	10	1789	-7881	1.220	218.258	-961.482	-3	-2	-2	-0.420	-0.280	-0.280	-351	23.629	268	
2628327	21	1794	-7887	2.562	218.868	-962.214	-3	-3	-2	-0.420	-0.420	-0.280	-351	23.629	268	
2629330	5	1800	-7891	0.610	219.600	-962.702	-2	-4	-2	-0.280	-0.560	-0.280	-351	23.629	268	
2630333	0	1783	-7863	0.000	217.526	-959.286	-4	-4	-2	-0.560	-0.560	-0.280	-351	23.629	176	
2631337	-3	1775	-7889	-0.366	216.550	-962.458	-4	-4	-1	-0.560	-0.560	-0.140	-351	23.629	176	
2632340	5	1790	-7900	0.610	218.380	-963.800	-3	-3	-1	-0.420	-0.420	-0.140	-351	23.629	176	
2633343	-3	1813	-7904	-0.366	221.186	-964.288	-1	-3	-1	-0.140	-0.420	-0.140	-351	23.629	176	
2634347	-5	1792	-7889	-0.610	218.624	-962.458	-4	-3	-2	-0.560	-0.420	-0.280	-351	23.629	260	
2635351	-12	1805	-7872	-1.464	220.210	-960.384	-3	-4	-2	-0.420	-0.560	-0.280	-351	23.629	260	
2636354	-26	1802	-7892	-3.172	219.844	-962.824	-3	-3	-1	-0.420	-0.420	-0.140	-351	23.629	260	
2637357	-12	1794	-7892	-1.464	218.868	-962.824	-5	-4	-2	-0.700	-0.560	-0.280	-351	23.629	260	
2638361	-35	1792	-7870	-4.270	218.624	-960.140	-4	-3	-3	-0.560	-0.420	-0.420	-351	23.629	244	
2639364	-30	1801	-7887	-3.660	219.722	-962.214	-4	-3	-2	-0.560	-0.420	-0.280	-351	23.629	244	
2640367	-27	1802	-7905	-3.294	219.844	-964.410	-4	-3	-2	-0.560	-0.420	-0.280	-351	23.629	244	
2641371	-37	1798	-7893	-4.514	219.356	-962.946	-5	-2	-1	-0.700	-0.280	-0.140	-351	23.629	244	
2642375	-48	1789	-7899	-5.856	218.258	-963.678	-3	-2	-1	-0.420	-0.280	-0.140	-351	23.629	156	
2643378	-47	1789	-7882	-5.734	218.258	-961.604	-3	-2	-1	-0.420	-0.280	-0.140	-351	23.629	156	
2644381	-46	1792	-7875	-5.612	218.624	-960.750	-3	-2	-1	-0.420	-0.280	-0.140	-351	23.629	156	
2645385	-60	1812	-7892	-7.320	221.064	-962.824	-2	-3	-1	-0.280	-0.420	-0.140	-351	23.629	156	
2646389	-44	1791	-7885	-5.368	218.502	-961.970	-2	-3	0	-0.280	-0.420	0.000	-351	23.629	208	
2647392	-44	1798	-7897	-5.368	219.356	-963.434	-2	-2	-1	-0.280	-0.280	-0.140	-351	23.629	208	
2648395	-62	1805	-7879	-7.564	220.210	-961.238	-4	-3	-1	-0.560	-0.420	-0.140	-351	23.629	208	
2649399	-70	1809	-7878	-8.540	220.698	-961.116	-3	-3	0	-0.420	-0.420	0.000	-351	23.629	208	
2650402	-48	1796	-7887	-5.856	219.112	-962.214	-3	-1	-1	-0.420	-0.140	-0.140	-351	23.629	252	
2651405	-76	1805	-7905	-9.272	220.210	-964.410	-2	0	0	-0.280	0.000	0.000	-351	23.629	252	
2652409	-60	1787	-7900	-7.320	218.014	-963.800	0	0	-1	0.000	0.000	-0.140	-351	23.629	252	
2653413	-59	1806	-7880	-7.198	220.332	-961.360	-3	-1	-2	-0.420	-0.140	-0.280	-351	23.629	252	
2654416	-81	1805	-7895	-9.882	220.210	-963.190	-3	0	-1	-0.420	0.000	-0.140	-351	23.629	172	
2655419	-66	1788	-7888	-8.052	218.136	-962.336	-1	-1	-2	-0.140	-0.140	-0.280	-351	23.629	172	
2656423	-43	1818	-7876	-5.246	221.796	-960.872	-2	0	-1	-0.280	0.000	-0.140	-351	23.629	172	
2657426	-52	1809	-7903	-6.344	220.698	-964.166	-1	1	-1	-0.140	0.140	-0.140	-351	23.629	172	
2658429	-61	1790	-7900	-7.442	218.380	-963.800	-2	2	-2	-0.280	0.280	-0.280	-351	23.629	192	
2659433	-62	1799	-7903	-7.564	219.478	-964.166	-2	-1	-1	-0.280	-0.140	-0.140	-351	23.629	192	
2660437	-61	1797	-7918	-7.442	219.234	-965.996	-1	0	-1	-0.140	0.000	-0.140	-351	23.629	192	
2661440	-66	1804	-7911	-8.052	220.088	-965.142	0	1	-1	0.000	0.140	-0.140	-351	23.629	192	
2662443	-66	1782	-7888	-8.052	217.404	-962.336	-2	1	-2	-0.280	0.140	-0.280	-351	23.629	252	
2663447	-51	1779	-7928	-6.222	217.038	-967.216	-1	3	-1	-0.140	0.420	-0.140	-351	23.629	252	
2664450	-65	1780	-7921	-7.930	217.160	-966.362	0	2	-1	0.000	0.280	-0.140	-351	23.629	252	
2665453	-49	1776	-7914	-5.978	216.672	-965.508	0	2	-1	0.000	0.280	-0.140	-351	23.629	252	
2666457	-29	1798	-7900	-3.538	219.356	-963.800	-1	0	0	-0.140	0.000	0.000	-351	23.629	240	
2667461	-41	1797	-7915	-5.002	219.234	-965.630	-1	2	-1	-0.140	0.280	-0.140	-351	23.629	240	
2668464	-36	1784	-7925	-4.392	217.648	-966.850	-1	2	-1	-0.140	0.280	-0.140	-347	23.645	240	
2669467	-27	1789	-7882	-3.294	218.258	-961.604	1	2	-1	0.140	0.280	-0.140	-347	23.645	240	
2670471	-27	1765	-7904	-3.294	215.330	-964.288	-1	2	-1	-0.140	0.280	-0.140	-347	23.645	188	
2671474	-14	1788	-7911	-1.708	218.136	-965.142	0	4	0	0.000	0.560	0.000	-347	23.645	188	
2672477	-34	1781	-7901	-4.148	217.282	-963.922	1	4	-1	0.140	0.560	-0.140	-347	23.645	188	
2673481	-27	1760	-7903	-3.294	214.720	-964.166	-1	3	-1	-0.140	0.420	-0.140	-347	23.645	188	
2674485	-17	1760	-7900	-2.074	214.720	-963.800	0	2	-1	0.000	0.280	-0.140	-347	23.645	236	
